memory level,system size,indicators,n_trail,mean,std,trail 0,trail 1,trail 2,trail 3,trail 4,trail 5,trail 6,trail 7,trail 8,trail 9,trail 10,trail 11,trail 12,trail 13,trail 14,trail 15,trail 16,trail 17,trail 18,trail 19,trail 20,trail 21,trail 22,trail 23,trail 24,trail 25,trail 26,trail 27,trail 28,trail 29,trail 30,trail 31,trail 32,trail 33,trail 34,trail 35,trail 36,trail 37,trail 38,trail 39,trail 40,trail 41,trail 42,trail 43,trail 44,trail 45,trail 46,trail 47,trail 48,trail 49,trail 50,trail 51,trail 52,trail 53,trail 54,trail 55,trail 56,trail 57,trail 58,trail 59
4,6,social differentiation,60,1.3,0.5259911279353167,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,3,1,1,2,2,1,1,1,1,1,1,1,3,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1
4,6,group size,60,5.166666666666667,1.3924399049470282,6.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,3.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,2.0,6.0,6.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,6.0,6.0,3.0,6.0,6.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,3.0,6.0,3.0,6.0,3.0,6.0
4,50,cultural homogeneity,60,0.00045126253566040136,5.7612106762456904e-05,0.0004868630086765245,0.0003193262993927446,0.0005307617552515512,0.000387659736791913,0.0004928583391152475,0.00042326208834049083,0.0004104548868830127,0.00044639753711703657,0.0005054160603912497,0.00043605019647610595,0.0003781657241209737,0.00039557673289580147,0.0003914156518410412,0.0004807420255624854,0.00048293191150334007,0.00038218690122551855,0.00043826793152938704,0.0004479355688682294,0.0005213346764665647,0.0004279090693227689,0.00043115489684668535,0.0003585642911580756,0.00037240998692245856,0.0005329411043696758,0.000546032846128142,0.0003832448730407914,0.00038310483579500276,0.0005138780250776269,0.0004889951075463907,0.0004697324474344193,0.000478434925259846,0.00034317507071557145,0.0004197560681077165,0.0005500175203296239,0.0003799428709089032,0.0005243817153029436,0.00046462664784553914,0.0004659802438154285,0.0005277262420119563,0.00041354671364948856,0.0004639697693915089,0.00045324827933523583,0.0003498542274052478,0.0004067558057705841,0.0005209320892171049,0.00046825064336585074,0.0005113309127331915,0.0004300335426163241,0.0004927200731038684,0.0005229437229437229,0.0005004091551565949,0.0004966263088617202,0.0004747532815943279,0.0004763516781120031,0.0004374040912990418,0.00048425326056569145,0.0005063355360789437,0.0003400973366011174,0.00043692022263450836,0.00046939966879921844
4,50,social differentiation,60,1.75,0.9937303457175896,1,2,2,2,3,3,2,2,1,1,2,2,5,2,2,4,1,3,1,1,5,1,2,1,1,3,2,1,4,1,1,1,1,2,2,1,1,1,1,3,1,2,2,1,1,1,1,2,1,1,3,2,1,1,2,1,1,1,2,1
4,50,group size,60,36.166666666666664,14.76058941912551,50.0,25.0,25.0,25.0,16.666666666666668,16.666666666666668,25.0,25.0,50.0,50.0,25.0,25.0,10.0,25.0,25.0,12.5,50.0,16.666666666666668,50.0,50.0,10.0,50.0,25.0,50.0,50.0,16.666666666666668,25.0,50.0,12.5,50.0,50.0,50.0,50.0,25.0,25.0,50.0,50.0,50.0,50.0,16.666666666666668,50.0,25.0,25.0,50.0,50.0,50.0,50.0,25.0,50.0,50.0,16.666666666666668,25.0,50.0,50.0,25.0,50.0,50.0,50.0,25.0,50.0
4,100,cultural homogeneity,60,0.00013296090527067914,1.2758071222113909e-05,0.00015778907083254909,0.00012557182769948729,0.00015557455047900907,0.00015997916550402737,0.00010682518145204712,0.00011720301946762018,0.00011644479296974676,0.0001371359937096989,0.00013798172910106304,0.000138445655687035,0.00014108476064997804,0.00013964700340805188,0.0001316174145471251,0.00012555637167197141,0.00012262556227258403,0.00013539521427870943,0.00014917815689023916,0.0001182394515727849,0.00013501319220020922,0.00013588445840643476,0.0001299474416398463,0.00014345732144686955,0.0001488835310988197,0.00016293354958381103,0.00010566368289945525,0.00013085399449035812,0.000121335870187325,0.0001400624470560892,0.0001366714824771554,0.00012378116424359198,0.00013186488011022646,0.00011843191530691531,0.0001240474924685451,0.00013824444826335185,0.000136747318142667,0.00014194007455875756,0.00012081170953886965,0.00013029996008719413,0.00011849993029415865,0.00012945759296124258,0.00013459811267363034,0.00011862243332474195,0.00013528812408015396,0.0001349038558340884,0.0001491728439288306,0.00011686963088832248,0.00011817904402585514,0.00011848363374727852,0.00013161828846906663,0.00013922604381650286,0.00014771836189448955,0.00012876624259733195,0.00013910316235897632,0.00015162231591452568,0.00013586263124155915,0.00011629229894070077,0.0001233725054692312,0.00012311648456950168,0.00014382993786621207,0.00014987998494412667
4,100,social differentiation,60,2.35,1.122868350846765,1,2,1,3,3,2,2,4,2,2,3,2,1,2,4,2,5,4,1,2,3,1,2,3,3,2,4,1,1,4,2,1,3,3,1,2,3,1,3,2,1,1,5,2,2,2,1,4,3,3,2,4,4,2,1,3,2,1,4,1
4,100,group size,60,54.97222222222222,28.738108114917573,100.0,50.0,100.0,33.333333333333336,33.333333333333336,50.0,50.0,25.0,50.0,50.0,33.333333333333336,50.0,100.0,50.0,25.0,50.0,20.0,25.0,100.0,50.0,33.333333333333336,100.0,50.0,33.333333333333336,33.333333333333336,50.0,25.0,100.0,100.0,25.0,50.0,100.0,33.333333333333336,33.333333333333336,100.0,50.0,33.333333333333336,100.0,33.333333333333336,50.0,100.0,100.0,20.0,50.0,50.0,50.0,100.0,25.0,33.333333333333336,33.333333333333336,50.0,25.0,25.0,50.0,100.0,33.333333333333336,50.0,100.0,25.0,100.0
5,6,cultural homogeneity,60,0.015388579092360457,0.0032230270539956693,0.013389121338912133,0.019776714513556618,0.013813813813813814,0.013709677419354839,0.0191869918699187,0.017013888888888887,0.020328849028400597,0.013213213213213212,0.016519174041297935,0.018122977346278317,0.01437308868501529,0.016981132075471698,0.01592920353982301,0.0196078431372549,0.01288515406162465,0.012912912912912912,0.01568627450980392,0.013207547169811321,0.014222222222222223,0.011965811965811967,0.015942028985507246,0.017924528301886792,0.017984496124031007,0.008928571428571428,0.009057971014492754,0.011635220125786163,0.020558002936857563,0.0096,0.014354066985645933,0.01764705882352941,0.020890937019969278,0.017027417027417027,0.012032520325203253,0.013505747126436781,0.017737003058103974,0.01867954911433172,0.013110181311018132,0.020895522388059702,0.01728395061728395,0.011690363349131122,0.02142857142857143,0.012947658402203856,0.011886304909560724,0.015873015873015872,0.013030303030303031,0.01529051987767584,0.014849921011058451,0.01886178861788618,0.010256410256410256,0.015804597701149427,0.017158931082981718,0.012171507607192255,0.013333333333333334,0.019130434782608695,0.01612403100775194,0.012855007473841554,0.012121212121212121,0.012403100775193798,0.017231638418079096,0.021225710014947684
5,6,social differentiation,60,1.0166666666666666,0.12801909579781015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,6,group size,60,5.95,0.38405728739343037,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
5,50,cultural homogeneity,60,0.0007308676996561228,0.00010010319935917283,0.0006083734306730822,0.0006544733661927845,0.0008507464827111449,0.0008640873968955437,0.0006836877010218313,0.000740070221637042,0.000618550791102958,0.0006624759608484744,0.0008457073725750004,0.0006307219960822995,0.0009746657283603097,0.0007588877768591445,0.0006960792615801507,0.0006820081961595922,0.0006298815822625346,0.0007057348078896363,0.0007148463781116842,0.0007373271889400922,0.0007713758514962749,0.0006611849992242924,0.0007769097842075949,0.0007440561737773581,0.0007224517244692094,0.0009096694810980526,0.0007041676035287738,0.0005774551431310779,0.0007490288340537287,0.0007476898409260328,0.0007512737111769954,0.0006920415224913495,0.0007799948908631603,0.0007321463185002631,0.000745828146200221,0.0006776746248203033,0.0006791523193639596,0.0006085955702776297,0.0007391217961454401,0.0006050484065881842,0.0009792464235341527,0.000656547316435471,0.0006801767658710296,0.0007968644411406947,0.0007186908733769516,0.0008135816532396415,0.0006729716276754604,0.0007434205075805694,0.0006320312058341342,0.0007289450991664272,0.000794812800669316,0.0008039408866995074,0.0005183561027716872,0.0008414107125816259,0.0006469318102667688,0.0008094810251144483,0.0007762824821589462,0.0010743191474542036,0.0006180515231769321,0.0006176229160180022,0.0007068332951157991,0.0007883509812423941
5,50,social differentiation,60,1.0833333333333333,0.27638539919628335,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
5,50,group size,60,47.916666666666664,6.909634979907084,50.0,50.0,50.0,50.0,50.0,50.0,50.0,25.0,25.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,25.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,25.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,25.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
5,100,cultural homogeneity,60,0.00022386428821191714,2.2336860932052355e-05,0.00024019495350184134,0.00021845525085265906,0.00022066384165714915,0.0002087039013399739,0.000188193996704635,0.00024308238189258018,0.00020890322260185275,0.0002050737536824792,0.0002240482297871107,0.00024065755313533487,0.00020608584106155238,0.00023133068893977016,0.00022729027593516822,0.00024066381133331188,0.0002469963177666827,0.00019564438713374883,0.00022260961891643709,0.00021205313152812265,0.0002462790448656173,0.0002099439378162044,0.00023960369105656136,0.00021793650272146839,0.00022069794652153845,0.00023299906844210643,0.0002509861191647159,0.00020380672662243231,0.00022596022596022597,0.00022353328914820488,0.00019716665259840747,0.00018467359103401505,0.00020923268385641505,0.00021485573971761817,0.00021792841305036428,0.0002727023846348028,0.00023715102662471082,0.00023003018692673865,0.00020130101297776627,0.0002369472177373591,0.00025986642380085,0.00020844587080169044,0.00021503991758949265,0.0001979783544628132,0.0002106812284574571,0.0002636143657207563,0.00022954241637893443,0.00022009871441689623,0.0002382493941162943,0.00022657635865183036,0.00023458769050708597,0.00020761593204775023,0.00020302814315643967,0.0002159623421387102,0.00022853127908703384,0.0002320541629396921,0.00020896419904215793,0.0002357024129176028,0.0003219763869710885,0.00020345347766419068,0.00019190504484622133,0.00022359655775235613
5,100,social differentiation,60,1.05,0.2179449471770337,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
5,100,group size,60,97.5,10.897247358851684,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,100.0
